City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,hithadhoo,-0.6,73.0833,27.6,71,50,0.14,MV,1691461956
292,winchester,51.0651,-1.3187,13.14,87,75,2.57,GB,1691461957
293,east ballina,-28.8667,153.5833,19.33,50,40,5.73,AU,1691461957
294,holetown,13.1867,-59.6381,27.31,79,100,3.35,BB,1691461957
295,bogatoye,53.0601,51.3325,21.84,59,0,1.95,RU,1691461957
296,muravlenko,63.7898,74.523,20.34,54,69,4.03,RU,1691461958
297,omagari,39.45,140.4833,33.42,61,95,5.62,JP,1691461958
298,mangrol,21.1167,70.1167,26.94,84,100,8.53,IN,1691461958
299,ingeniero guillermo n. juarez,-23.9,-61.85,21.82,44,95,4.46,AR,1691461959
300,green,40.9459,-81.4832,18.35,92,100,4.12,US,1691461959
301,hami,42.8,93.45,37.84,12,90,6.47,CN,1691461856
302,maitum,6.0392,124.4986,29.92,66,24,3.09,PH,1691461960
303,mount pearl,47.5166,-52.7813,14.36,91,100,9.26,CA,1691461960
304,nuuk,64.1835,-51.7216,4.34,93,20,2.06,GL,1691461960
305,maues,-3.3836,-57.7186,27.11,47,47,1.31,BR,1691461961
306,kurchum,48.5722,83.6542,21.88,62,100,1.92,KZ,1691461961
307,kaa-khem,51.6833,94.7333,19.43,76,100,0.99,RU,1691461961
308,chumphon,10.3333,98.8333,25.69,83,100,2.86,TH,1691461961
309,ylitornio,66.3089,23.6773,17.36,95,77,4.04,FI,1691461962
310,hechuan,29.9947,106.2572,31.27,68,75,1.86,CN,1691461917
311,rikaze,29.25,88.8833,17.8,46,93,1.4,CN,1691461962
312,new norfolk,-42.7826,147.0587,14.4,47,5,0.97,AU,1691461963
313,nabire,-3.3667,135.4833,30.19,59,26,2.0,ID,1691461964
314,taulaga,-11.0553,-171.0883,27.94,73,100,6.61,AS,1691461964
315,gillette,44.2911,-105.5022,16.17,72,94,0.45,US,1691461965
316,kavieng,-2.5744,150.7967,28.44,69,81,5.78,PG,1691461965
317,moron,-34.6534,-58.6198,9.44,71,7,7.6,AR,1691461965
318,naze,28.3667,129.4833,25.51,91,90,13.45,JP,1691461965
319,vila do maio,15.1333,-23.2167,26.44,78,100,5.28,CV,1691461965
320,volodymyr-volynskyi,50.8525,24.3236,12.86,95,99,4.98,UA,1691461966
321,salekhard,66.53,66.6019,18.23,77,27,2.06,RU,1691461966
322,onega,63.9061,38.1404,15.64,76,0,5.02,RU,1691461967
323,mandan,46.8267,-100.8896,22.99,65,0,4.12,US,1691461967
324,tsiombe,-25.3,45.4833,17.53,79,6,1.49,MG,1691461968
325,cruzeiro do sul,-29.5128,-51.9853,13.62,88,87,1.7,BR,1691461968
326,colonia,50.9333,6.95,14.36,80,0,2.57,DE,1691461968
327,kutum,14.2,24.6667,22.08,73,34,1.4,SD,1691461969
328,constitucion,-35.3333,-72.4167,11.35,83,98,2.08,CL,1691461969
329,jose maria morelos,23.3952,-103.8984,21.44,34,21,1.73,MX,1691461969
330,duba-yurt,43.0372,45.7319,24.54,75,0,3.29,RU,1691461970
331,north branch,45.5113,-92.9802,23.04,68,31,3.14,US,1691461970
332,shannon,52.7039,-8.8642,15.0,88,100,2.57,IE,1691461970
333,maua,-23.6678,-46.4614,19.64,93,50,5.97,BR,1691461971
334,tchintabaraden,15.8969,5.7985,26.25,68,100,5.45,NE,1691461971
335,kolonia town,6.964,158.206,30.0,84,100,1.54,FM,1691461971
336,chu,43.5983,73.7614,25.79,38,99,5.32,KZ,1691461971
337,duba,27.3513,35.6901,32.67,32,0,3.95,SA,1691461972
338,maracacume,-2.0428,-45.9592,22.75,98,22,1.34,BR,1691461972
339,kabompo,-13.5927,24.2008,14.13,63,1,3.01,ZM,1691461972
340,ardestan,33.3761,52.3694,27.95,31,88,1.0,IR,1691461973
341,kayangel,8.0823,134.7173,28.27,73,100,8.08,PW,1691461973
342,smithers,54.7804,-127.1743,18.18,59,100,4.63,CA,1691461814
343,ji'an,27.1172,114.9793,32.62,66,58,0.41,CN,1691461974
344,ponta delgada,37.7333,-25.6667,21.4,88,40,2.06,PT,1691461958
345,fort st. john,56.2499,-120.8529,17.94,77,75,5.14,CA,1691461975
346,maumere,-8.6199,122.2111,27.45,58,2,2.84,ID,1691461975
347,ust-nera,64.5667,143.2,15.13,30,92,1.99,RU,1691461975
348,natchez,31.5604,-91.4032,29.12,79,0,0.0,US,1691461824
349,umm as sahik,26.6536,49.9164,32.08,23,4,5.22,SA,1691461975
350,kilindoni,-7.9139,39.6668,24.74,78,50,7.98,TZ,1691461976
351,vuktyl,63.8567,57.3094,14.84,77,40,4.08,RU,1691461976
352,port shepstone,-30.7414,30.455,16.29,83,0,3.05,ZA,1691461976
353,rockport,28.0206,-97.0544,30.03,89,40,5.14,US,1691461977
354,haiku-pauwela,20.9219,-156.3051,30.01,59,20,12.35,US,1691461977
355,aberdeen,57.1437,-2.0981,11.27,90,31,5.14,GB,1691461769
356,zunheboto,25.9667,94.5167,20.58,98,100,0.45,IN,1691461979
357,mount gambier,-37.8333,140.7667,14.0,54,0,2.23,AU,1691461979
358,san pedro pochutla,15.7333,-96.4667,25.06,88,1,2.05,MX,1691461979
359,binji,13.2228,4.9096,25.29,82,100,5.3,NG,1691461979
360,bafra,41.5678,35.9069,22.06,84,0,1.71,TR,1691461980
361,bridgetown,13.1,-59.6167,27.27,94,20,3.09,BB,1691461647
362,harstad,68.799,16.5293,17.91,100,77,4.02,NO,1691461980
363,mazidagi,37.4775,40.4881,30.5,26,0,2.19,TR,1691461980
364,sao joao da barra,-21.6403,-41.0511,21.58,89,0,4.32,BR,1691461683
365,fortuna,40.5982,-124.1573,17.97,94,100,6.17,US,1691461981
366,saint-pierre,-21.3393,55.4781,20.82,68,0,8.23,RE,1691461981
367,whitehorse,60.7161,-135.0538,22.23,45,75,4.63,CA,1691461756
368,yelizovo,53.1873,158.3805,23.08,40,0,2.0,RU,1691461982
369,howrah,22.5892,88.3103,27.0,94,100,3.09,IN,1691461717
370,kuqa,41.7278,82.9364,24.28,46,100,5.48,CN,1691461982
371,yendi,9.4427,-0.0099,21.97,97,69,1.72,GH,1691461983
372,aykhal,66.0,111.5,21.6,36,84,4.84,RU,1691461983
373,kapa'a,22.0752,-159.319,30.18,79,40,8.75,US,1691461984
374,arraial do cabo,-22.9661,-42.0278,21.43,77,0,4.79,BR,1691461985
375,katima mulilo,-17.5,24.2667,13.35,60,4,1.79,NA,1691461986
376,chonchi,-42.6128,-73.8092,9.51,85,100,1.84,CL,1691461986
377,antsiranana,-12.2787,49.2917,21.34,76,6,5.44,MG,1691461987
378,madalena,41.2162,-8.3345,26.32,53,0,1.86,PT,1691461988
379,hadibu,12.65,54.0333,25.7,80,49,10.25,YE,1691461988
380,sao paulo de olivenca,-3.3783,-68.8725,23.86,94,100,1.16,BR,1691461988
381,umea,63.8284,20.2597,21.96,78,0,5.66,SE,1691461989
382,huayin,34.5675,110.0921,31.82,59,12,1.71,CN,1691461989
383,sittwe,20.15,92.9,26.58,89,100,6.7,MM,1691461990
384,nicoya,10.1483,-85.452,25.38,86,100,1.23,CR,1691461990
385,vorkuta,67.5,64.0,13.73,78,93,5.27,RU,1691461991
386,egilsstadir,65.2653,-14.3948,3.95,87,0,2.57,IS,1691461992
387,isfana,39.8386,69.5306,19.31,36,0,1.25,KG,1691461992
388,ghat,24.9647,10.1728,31.7,12,1,0.84,LY,1691461993
389,la'ie,21.6477,-157.9253,30.98,72,6,5.81,US,1691461994
390,yuscaran,13.9333,-86.85,21.58,84,100,1.78,HN,1691461994
391,buritizeiro,-17.3511,-44.9622,19.71,39,0,1.26,BR,1691461994
392,krasnogvardeyskoye,45.8456,41.5186,24.51,48,0,2.94,RU,1691461995
393,taro,-8.3862,115.28,23.0,45,40,1.63,ID,1691461995
394,atafu village,-8.5421,-172.5159,28.35,71,13,6.04,TK,1691461996
395,ulladulla,-35.35,150.4667,15.14,60,5,3.39,AU,1691461984
396,udomlya,57.8794,34.9925,20.26,73,35,4.89,RU,1691461937
397,sydney mines,46.2367,-60.2177,17.22,94,20,1.03,CA,1691461996
398,newport beach,33.6189,-117.9289,28.31,80,20,5.66,US,1691461997
399,willemstad,12.1084,-68.9335,28.95,79,0,5.14,CW,1691461997
400,guajara,-2.9667,-57.6667,26.02,53,49,1.09,BR,1691461997
401,cayeli,41.0923,40.7292,24.58,68,3,1.95,TR,1691461998
402,klyuchi,52.2667,79.1667,23.06,35,0,2.22,RU,1691461998
403,midvagur,62.0511,-7.1939,8.46,87,40,3.6,FO,1691461999
404,ilave,-16.0833,-69.6667,5.25,84,17,2.59,PE,1691461999
405,hotan,37.0997,79.9269,25.77,38,84,5.36,CN,1691461999
406,port saint john's,-31.6229,29.5448,16.47,84,0,2.84,ZA,1691461999
407,loikaw,19.6742,97.2094,20.64,99,100,1.73,MM,1691462000
408,al fuwayliq,26.4432,43.2534,27.15,12,0,4.04,SA,1691462000
409,kingston,17.997,-76.7936,29.53,78,20,4.63,JM,1691461929
410,fortaleza,-3.7227,-38.5247,27.34,78,40,7.2,BR,1691461929
411,takaungu,-3.6837,39.8566,23.06,87,12,5.42,KE,1691462001
412,saynshand,44.8824,110.1163,25.68,43,1,6.05,MN,1691462001
413,puerto deseado,-47.7503,-65.8938,5.27,88,100,9.04,AR,1691462001
414,horta,38.5333,-28.6333,20.57,82,7,3.58,PT,1691462002
415,san sebastian de la gomera,28.0916,-17.1133,23.2,78,0,0.51,ES,1691462003
416,al mijlad,11.0333,27.7333,24.66,79,95,4.13,SD,1691462004
417,pitimbu,-7.4706,-34.8086,24.33,84,9,5.26,BR,1691462004
418,alta,69.9689,23.2717,16.59,85,100,4.63,NO,1691462004
419,turek,52.0155,18.5005,11.69,84,93,8.07,PL,1691462004
420,brigantine,39.4101,-74.3646,21.14,95,75,4.63,US,1691462005
421,shirdi,19.7667,74.4833,25.59,70,99,5.0,IN,1691462005
422,zheleznogorsk-ilimskiy,56.5768,104.1217,22.09,74,82,1.47,RU,1691462005
423,kalmunai,7.4167,81.8167,29.42,62,100,2.37,LK,1691462007
424,kargat,55.1956,80.2811,22.94,44,22,2.86,RU,1691462008
425,undurkhaan,47.3194,110.6556,19.32,61,68,3.49,MN,1691462008
426,fabens,31.5023,-106.1586,34.55,28,84,9.86,US,1691462008
427,saldanha,-33.0117,17.9442,14.03,95,29,2.68,ZA,1691462009
428,burela de cabo,43.65,-7.4,18.98,88,37,5.3,ES,1691462009
429,san patricio,28.017,-97.5169,30.66,75,0,6.79,US,1691462009
430,alice springs,-23.7,133.8833,20.75,35,2,5.66,AU,1691461810
431,redencao,-4.2258,-38.7306,23.96,86,82,1.54,BR,1691462010
432,gouyave,12.1646,-61.7296,28.43,79,20,5.14,GD,1691462011
433,saint-philippe,-21.3585,55.7679,20.77,73,43,5.02,RE,1691462012
434,pontevico,45.2744,10.0925,20.34,66,100,3.26,IT,1691462012
435,manokwari,-0.8667,134.0833,28.39,71,97,2.27,ID,1691462012
436,west plains,36.7281,-91.8524,23.46,79,75,1.54,US,1691461827
437,gazojak,41.1875,61.4036,28.79,33,33,5.04,TM,1691462013
438,sola,-13.8833,167.55,24.99,79,88,6.74,VU,1691462013
439,belokurikha,51.9959,84.9896,22.06,58,31,1.11,RU,1691462013
440,chernyshevsk,52.5243,117.0174,27.87,28,34,0.91,RU,1691462015
441,namdrik,5.5994,168.1028,26.02,86,100,7.1,MH,1691462015
442,suva,-18.1416,178.4415,27.71,69,40,3.6,FJ,1691462015
443,mirandopolis,-21.1336,-51.1017,23.96,31,3,3.2,BR,1691462016
444,usogorsk,63.4106,48.6872,13.75,78,8,2.73,RU,1691462016
445,qamdo,31.1667,97.2333,14.23,56,15,2.22,CN,1691462016
446,niafunke,15.9322,-3.9906,30.7,52,55,6.24,ML,1691462017
447,zarghun shahr,32.8473,68.4457,22.66,37,0,1.89,AF,1691462017
448,hirara,24.8,125.2833,30.92,89,75,6.17,JP,1691462018
449,yung shue wan,22.2333,114.1167,34.33,75,81,3.79,HK,1691462019
450,safonovo,55.15,33.2167,13.74,95,45,3.26,RU,1691462019
451,xilin hot,43.9667,116.0333,25.46,49,33,4.26,CN,1691462019
452,paragominas,-2.9667,-47.4833,22.94,90,50,1.28,BR,1691462019
453,winton,37.3894,-120.6133,38.01,15,0,3.09,US,1691462020
454,reggane,26.7158,0.1714,35.48,13,0,7.32,DZ,1691462020
455,ust-tsilma,65.441,52.1498,11.28,74,17,2.94,RU,1691462020
456,dryden,49.7833,-92.7503,16.16,100,0,1.54,CA,1691462021
457,tuy hoa,13.0833,109.3,34.04,47,87,5.97,VN,1691462021
458,awjilah,29.1081,21.2869,23.38,75,23,5.16,LY,1691462021
459,eraan,9.0629,117.7016,31.5,62,3,4.72,PH,1691462021
460,magadan,59.5667,150.8,16.41,50,56,0.48,RU,1691462022
461,opuwo,-18.0607,13.84,14.43,33,0,2.57,NA,1691462022
462,gaspe,48.8334,-64.4819,13.12,94,20,0.0,CA,1691462023
463,anaconda,46.1285,-112.9423,16.55,74,47,0.9,US,1691462023
464,flin flon,54.7682,-101.865,15.11,66,98,3.04,CA,1691462023
465,andovoranto,-18.95,49.1,19.16,89,93,1.22,MG,1691462023
466,aldinga beach,-35.2793,138.4604,18.03,55,0,2.98,AU,1691462024
467,kataba,13.9833,44.3833,21.25,47,95,2.94,YE,1691462024
468,newman,37.3138,-121.0208,38.19,33,0,4.56,US,1691462024
469,gargalianoi,37.0667,21.6333,18.34,79,0,5.01,GR,1691462024
470,kruisfontein,-34.0033,24.7314,11.79,76,0,4.88,ZA,1691462025
471,riosucio,5.4216,-75.7032,16.11,95,100,0.61,CO,1691462026
472,quesnel,52.9999,-122.5029,28.28,30,0,2.06,CA,1691462026
473,dakhla,23.6848,-15.958,19.98,92,0,4.94,EH,1691462027
474,akureyri,65.6835,-18.0878,5.96,93,0,0.51,IS,1691461889
475,masterton,-40.9597,175.6575,5.7,98,99,2.06,NZ,1691462028
476,bel ombre,-4.6167,55.4167,24.91,83,75,5.66,SC,1691462028
477,nar'yan-mar,67.6713,53.087,10.33,73,89,4.2,RU,1691462028
478,berdigestyakh,62.0989,126.6992,23.7,28,8,3.44,RU,1691462029
479,ta`u,-14.2336,-169.5144,27.09,74,87,4.52,AS,1691462029
480,wewak,-3.5534,143.6268,27.72,78,15,3.57,PG,1691462030
481,ciudad lazaro cardenas,17.9583,-102.2,27.58,77,0,2.2,MX,1691462031
482,ma'rib,15.4591,45.3253,29.23,34,91,3.22,YE,1691462031
483,chibougamau,49.9168,-74.3659,17.79,77,75,2.06,CA,1691462032
484,zeya,53.75,127.2667,29.37,27,75,1.54,RU,1691462032
485,as sulayyil,20.4607,45.5779,30.14,15,57,3.67,SA,1691462033
486,acarau,-2.8856,-40.12,25.74,84,38,7.43,BR,1691462033
487,kourou,5.1552,-52.6478,26.03,91,100,3.19,GF,1691462034
488,parun,35.4207,70.9221,16.37,31,0,2.95,AF,1691462035
489,sainte-marie,-20.8968,55.5496,21.09,73,35,8.23,RE,1691462035
490,bouar,5.934,15.596,18.51,99,100,0.91,CF,1691462036
491,medyn',54.9692,35.8586,17.25,98,30,2.45,RU,1691462036
492,les avirons,-21.2418,55.3394,19.05,68,0,8.23,RE,1691462036
493,vernon,50.2581,-119.2691,29.74,50,100,0.0,CA,1691461815
494,san luis de la loma,17.2706,-100.8939,27.57,83,9,2.68,MX,1691462037
495,tzucacab,20.0667,-89.05,28.17,66,45,1.46,MX,1691462038
496,presidente epitacio,-21.7633,-52.1156,23.52,37,1,0.41,BR,1691461983
497,al wajh,26.2455,36.4525,29.97,70,0,2.57,SA,1691462039
498,bojonegoro,-7.1502,111.8817,30.53,54,20,3.51,ID,1691462039
499,baishishan,43.5833,127.5667,22.51,75,98,1.29,CN,1691462039
500,fisterra,42.9049,-9.2629,20.97,64,0,7.2,ES,1691462040
501,turpan,42.9333,89.1667,39.38,16,97,1.19,CN,1691462040
502,port blair,11.6667,92.75,29.02,79,75,5.14,IN,1691461740
503,cascavel,-24.9558,-53.4553,16.78,88,20,8.23,BR,1691462041
504,oromocto,45.8351,-66.4792,17.96,72,100,2.06,CA,1691462042
505,bukoba,-1.3317,31.8122,23.01,59,93,6.28,TZ,1691462042
506,prince george,53.9166,-122.753,25.7,44,0,1.03,CA,1691461809
507,mwene-ditu,-7.0,23.45,22.06,37,81,1.31,CD,1691462043
508,borivli,19.2333,72.85,27.95,83,75,5.66,IN,1691462044
509,hailey,43.5196,-114.3153,20.49,55,0,2.06,US,1691462044
510,amurzet,47.6967,131.0981,18.04,89,100,3.04,RU,1691462045
511,along,28.1667,94.7667,29.05,81,99,0.6,IN,1691462045
512,jabor,5.921,169.6434,25.48,89,100,6.78,MH,1691462045
513,rosario del tala,-32.3029,-59.1455,6.31,73,50,4.11,AR,1691462045
514,forster,-32.1667,152.5167,17.99,65,24,4.28,AU,1691462046
515,sao miguel do araguaia,-13.275,-50.1628,24.09,30,0,0.95,BR,1691462046
516,freetown,8.484,-13.2299,25.19,87,99,3.24,SL,1691462047
517,kendari,-3.945,122.4989,29.39,57,3,1.81,ID,1691462047
518,sao geraldo do araguaia,-6.4006,-48.555,25.66,44,42,0.48,BR,1691462048
519,bartica,6.4,-58.6167,26.18,95,31,1.18,GY,1691462048
520,pointe-noire,-4.7761,11.8635,20.58,93,53,1.87,CG,1691462049
521,twin falls,42.3505,-114.6445,21.19,46,0,2.57,US,1691462049
522,mili,6.0815,171.735,25.48,86,100,1.53,MH,1691462049
523,galdar,28.147,-15.6502,22.42,79,21,2.85,ES,1691462050
524,saudarkrokur,65.7461,-19.6394,7.57,85,44,1.25,IS,1691462050
525,tromso,69.6496,18.957,12.01,87,40,1.54,NO,1691462051
526,choibalsan,48.0667,114.5,14.58,96,100,2.58,MN,1691462051
527,coquimbo,-29.9533,-71.3436,13.85,94,100,3.6,CL,1691461997
528,guardo,42.7897,-4.8482,12.03,57,0,1.66,ES,1691462052
529,elliot lake,46.3834,-82.6331,12.52,92,89,2.36,CA,1691462052
530,sanctuary point,-35.1114,150.629,18.88,58,3,3.1,AU,1691462053
531,lavrio,37.7145,24.0565,27.99,65,0,2.71,GR,1691462053
532,erdenet,49.0333,104.0833,19.77,72,83,2.29,MN,1691461998
533,villa de arista,22.65,-100.8333,25.45,54,0,7.44,MX,1691462053
534,aripuana,-9.1667,-60.6333,27.22,47,62,0.65,BR,1691462054
535,bontang,0.1333,117.5,29.73,60,5,3.05,ID,1691462054
536,bubaque,11.2833,-15.8333,26.92,81,94,3.04,GW,1691462054
537,micheweni,-4.9667,39.8333,23.46,85,6,4.95,TZ,1691462054
538,pizarro,4.9533,-77.366,26.03,88,100,1.66,CO,1691462055
539,yulinshi,38.2906,109.7494,28.12,43,66,5.17,CN,1691462055
540,srikakulam,18.3,83.9,29.82,63,100,3.02,IN,1691462055
541,ranau,5.9538,116.6641,30.18,51,30,0.48,MY,1691462056
542,vila franca do campo,37.7167,-25.4333,21.23,85,26,1.82,PT,1691462057
543,ocean shores,46.9737,-124.1563,20.0,87,0,5.66,US,1691462057
544,ust'-ilimsk,58.0006,102.6619,21.34,60,97,1.43,RU,1691462058
545,ornskoldsvik,63.2909,18.7153,22.53,83,0,4.63,SE,1691462058
546,inarajan village,13.2736,144.7484,29.08,91,56,3.23,GU,1691462058
547,petukhovo,55.0692,67.9019,21.03,47,100,2.12,RU,1691462059
548,richards bay,-28.783,32.0377,15.64,92,4,1.85,ZA,1691462060
549,lesosibirsk,58.2358,92.4828,20.76,51,33,2.26,RU,1691462060
550,kozhikode,11.25,75.7667,24.65,76,100,2.11,IN,1691462060
551,boca suno,-0.7167,-77.1333,21.18,89,98,0.45,EC,1691462061
552,yerofey pavlovich,53.9667,121.9667,25.66,31,74,2.8,RU,1691462061
553,gamba,-2.65,10.0,20.47,90,82,0.84,GA,1691462061
554,imbituba,-28.24,-48.6703,18.81,91,100,4.52,BR,1691461948
555,neiafu,-18.65,-173.9833,27.38,83,75,4.12,TO,1691462062
556,contamana,-7.3333,-75.0167,26.82,65,84,1.5,PE,1691462062
557,anloga,5.7947,0.8973,24.5,89,83,7.15,GH,1691462063
558,walvis bay,-22.9575,14.5053,9.53,100,2,2.06,NA,1691462063
559,waingapu,-9.6567,120.2641,27.8,59,8,8.95,ID,1691462063
560,siniscola,40.5719,9.6922,17.75,55,0,2.56,IT,1691462064
561,marquette,46.5333,-87.6335,18.2,86,30,0.45,US,1691462064
562,kili,5.6439,169.1211,25.45,89,100,6.44,MH,1691462065
563,griffith,41.5284,-87.4237,22.96,85,75,0.0,US,1691462065
564,xining,36.6167,101.7667,22.11,48,6,0.26,CN,1691462068
565,robbah,33.2797,6.9098,28.8,45,0,5.48,DZ,1691462068
566,baoshan,46.5586,131.4244,19.91,87,98,2.9,CN,1691462068
567,dzuunharaa,48.8523,106.4579,22.28,64,7,0.71,MN,1691462069
568,christchurch,-43.5333,172.6333,11.9,53,40,3.09,NZ,1691461570
569,troitsko-pechorsk,62.7084,56.1964,16.11,75,75,4.18,RU,1691462069
570,cole harbour,44.6724,-63.4751,17.71,82,100,3.09,CA,1691462069
571,sept-iles,50.2001,-66.3821,16.29,80,20,0.51,CA,1691461810
572,soure,-0.7167,-48.5233,26.07,84,33,3.76,BR,1691462070
573,tiznit,29.5833,-9.5,23.28,65,7,1.01,MA,1691462071
574,qaisumah,28.3112,46.1273,29.98,15,0,2.06,SA,1691462071
575,nykvarn,59.8,18.3,16.94,96,100,2.74,SE,1691462071
576,pendencias,-5.26,-36.7222,22.51,85,13,3.6,BR,1691462072
577,baiti,13.745,-14.7482,25.48,92,96,2.59,SN,1691462072
578,barabai,-2.5833,115.3833,31.32,47,69,0.27,ID,1691462073
579,myitkyina,25.3833,97.4,24.1,100,100,0.13,MM,1691462073
580,yamada,39.4667,141.95,28.7,75,53,5.28,JP,1691462073
581,tommot,58.9564,126.2925,24.91,51,8,4.02,RU,1691462073
582,tralee,52.2704,-9.7026,13.39,97,97,1.03,IE,1691462074
